,actions,availability,bucket_name,discount_asked,discount_obtained,id,nightly_price,nightly_price_scraped,response
139,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815147324.0.0""><span data-reactid="".5.3.0:$815147324.0.0.0""><span data-reactid="".5.3.0:$815147324.0.0.0.$0"">BrooklynSleeps</span><span data-reactid="".5.3.0:$815147324.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815147324.0.0.0.$1"">lo scorso Sabato alle 22:29</span></span></span>]",-1,daysM_weeks1,0.8,0,4244242,69.0,$82,"Hi Michele,

Many thanks for your inquiry! We would be happy to host you and have pre-approved your booking. We are not offering any discounts and we totally understand if you want to shop around for a place in that price range.

All the best,
BrooklynSleeps *************** Hi BrooklynSleeps, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-01 to 2016-04-04. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
140,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815068896.0.0""><span data-reactid="".5.3.0:$815068896.0.0.0""><span data-reactid="".5.3.0:$815068896.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815068896.0.0.0.$0"">lo scorso Sabato alle 21:12</span></span></span>]",-1,daysM_weeks1,0.6,0,8118112,134.0,$167,"Hi Gregory, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $80/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
141,[],-1,daysM_weeks1,0.8,0,4566989,112.0,$142,"Hi Marisa, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-30 to 2016-04-02. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $85/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
142,[],-1,daysM_weeks1,0.9,0,9574455,63.0,$73,"Decline *************** Hi Michele. The studio is unavailable now. Gl *************** Hi Sherrel, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $55/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
143,[],-1,daysM_weeks1,0.6,0,5021777,69.0,$85,"Hi Marcos, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-31 to 2016-04-03. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
144,[],-1,daysM_weeks1,0.9,0,9088278,128.0,$156,
145,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815079128.0.0""><span data-reactid="".5.3.0:$815079128.0.0.0""><span data-reactid="".5.3.0:$815079128.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815079128.0.0.0.$0"">lo scorso Sabato alle 21:22</span></span></span>]",-1,daysM_weeks1,0.8,0,6032118,51.0,$55,"Hi Israel, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
146,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816076652.0.0""><span data-reactid="".5.3.0:$816076652.0.0.0""><span data-reactid="".5.3.0:$816076652.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$816076652.0.0.0.$0"">Ieri alle 18:33</span></span></span>]",-1,daysM_weeks1,0.9,0,7205903,92.0,$100,"Hey I actually need to change the available dates.  *************** Hi Brandon, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $80/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
147,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816604175.0.0""><span data-reactid="".5.3.0:$816604175.0.0.0""><span data-reactid="".5.3.0:$816604175.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$816604175.0.0.0.$0"">Oggi alle 03:05</span></span></span>]",-1,daysM_weeks1,0.6,0,7435577,111.0,$147,"Hey Michele, sorry the place is no longer available during this time period.  *************** Hi Su, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-04-01. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $65/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
148,[],-1,daysM_weeks1,0.7,0,5557381,51.0,$56,"Hello Michele!

Unfortunately the price it is now is the lowest I can go, or else I break even in the long run. Otherwise, the room is still available if you're still interested!

And that's so cool! I've had lots of tenants from Europe, but none from Italy yet!

Let me know, 
-Phoebe  *************** Hi Phoebe, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-31 to 2016-04-03. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
149,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815090159.0.0""><span data-reactid="".5.3.0:$815090159.0.0.0""><span data-reactid="".5.3.0:$815090159.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815090159.0.0.0.$0"">lo scorso Sabato alle 21:32</span></span></span>]",-1,daysM_weeks1,0.8,0,5613651,42.0,$46,"hi i think you should try a hostel or one of the rooms on airbnb that rent out the bunk beds in a shared room there usually like $30 a bed. I think that would be your best bet for your budget! thanks for the interest though! Good Luck! *************** Hi Jennifer, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $30/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
150,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815187794.0.0""><span data-reactid="".5.3.0:$815187794.0.0.0""><span data-reactid="".5.3.0:$815187794.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815187794.0.0.0.$0"">lo scorso Sabato alle 23:12</span></span></span>]",-1,daysM_weeks1,0.9,0,8403316,117.0,$148,"Hi Frazier, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-01 to 2016-04-04. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $105/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
151,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816572216-event.0.0""><span data-reactid="".5.3.0:$816572216-event.0.0.0""><span data-reactid="".5.3.0:$816572216-event.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$816572216-event.0.0.0.$0"">Oggi alle 02:25</span></span></span>]",-1,daysM_weeks1,0.6,0,6023683,323.0,$400,"sorry Michael but I did send you DECLINE because I can not accept your price. *************** Hello Michael  thanks for inquiry in my house. You asking 8 guests for 3 nights and $ 190.00 per night. You know how much will cost me 8 guests for 3 days? Sorry I can't go low like you offer. My price is always the same. I have house, nice big, comfortable and very clean. I spend 250.00 after you leave my house for steem cleaning. I keep my house very clean for my quest sorry I can't accept this price. Happy Holidays. Thank you. Donna. *************** Hi Donna, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-04-01. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 7 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $190/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
152,[],-1,daysM_weeks1,0.7,0,6130045,120.0,$180,"Hi Michelle
Hi Michele
The place is available but I can't go lower to 80 dollars for two people ....
Sorry it's very low
Thank you Lolo *************** Hi Lolo, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-31 to 2016-04-03. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $80/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
153,[],-1,daysM_weeks1,0.8,0,6538963,78.0,$105,"Hi Michele,
Sorry I did not answer you question about pricing . We are priced spot on for the value that we offer and would not lower the price. There are plenty of places that would be in that price range.
Best Daniela *************** Hi Michele,

Thank you for the interest. we woudl love to host you for your stay in NY. However we have a 3 day minimum at our place. I am sure there are places that are more flexible that way. 

Best Daniela *************** Hi Daniela, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
154,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815289235.0.0""><span data-reactid="".5.3.0:$815289235.0.0.0""><span data-reactid="".5.3.0:$815289235.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815289235.0.0.0.$0"">Ieri alle 01:22</span></span></span>]",-1,daysM_weeks1,0.9,0,6747193,29.3333333333,$125,"Dear Michele, I will have space for only two guests on those dates, thanks . *************** Accept *************** Hi Rhemy, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $25/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
155,[],-1,daysM_weeks2,0.6,0,428140,166.0,$222,"Hi Michele,

Thanks for your inquiry. Unfortunately, the whole apartment won't be available then.

Good luck and enjoy your visit.
Mira

MIRA EV(PHONE NUMBER HIDDEN)
(EMAIL HIDDEN)
Instagram | (SENSITIVE CONTENTS HIDDEN) @MiraEvnine *************** Hi Mira, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-03 to 2016-04-06. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $95/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
156,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815243044.0.0""><span data-reactid="".5.3.0:$815243044.0.0.0""><span data-reactid="".5.3.0:$815243044.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815243044.0.0.0.$0"">Ieri alle 00:18</span></span></span>]",-1,daysM_weeks2,0.7,0,15875,65.0,$107,"Hi Peter, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-09 to 2016-04-12. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $45/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
157,[],-1,daysM_weeks2,0.8,0,202716,115.0,$140,"dates are availiable.  if you want the bedroon only is available for lower rate *************** Hi Helena, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-09 to 2016-04-12. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $90/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
158,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815303387.0.0""><span data-reactid="".5.3.0:$815303387.0.0.0""><span data-reactid="".5.3.0:$815303387.0.0.0.$0"">Andrew</span><span data-reactid="".5.3.0:$815303387.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815303387.0.0.0.$1"">Ieri alle 01:43</span></span></span>]",-1,daysM_weeks2,0.6,0,10319189,70.0,$126,"Hi Michele unfortunately, I cannot lower the place. I apologize  *************** Hi Andrew, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-05 to 2016-04-08. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
159,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815208412.0.0""><span data-reactid="".5.3.0:$815208412.0.0.0""><span data-reactid="".5.3.0:$815208412.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815208412.0.0.0.$0"">lo scorso Sabato alle 23:35</span></span></span>]",-1,daysM_weeks2,0.7,0,8016728,332.0,$427,"I'm sorry Michele, it's actually not avail fir those dates  *************** Hi Collin, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-04 to 2016-04-07. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 5 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $230/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
160,[],-1,daysM_weeks2,0.9,0,8306987,272.0,$322,"Hi Matteo, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-07 to 2016-04-10. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $240/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
161,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815204651.0.0""><span data-reactid="".5.3.0:$815204651.0.0.0""><span data-reactid="".5.3.0:$815204651.0.0.0.$0"">Rafael</span><span data-reactid="".5.3.0:$815204651.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815204651.0.0.0.$1"">lo scorso Sabato alle 23:31</span></span></span>]",-1,daysM_weeks2,0.6,0,8455625,46.0,$50,"Feel free to book  *************** Hello michele sorry this is the price is a really good room everything include I can't put down the price  *************** Hi Rafael, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-05 to 2016-04-08. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $25/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
162,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815263572.0.0""><span data-reactid="".5.3.0:$815263572.0.0.0""><span data-reactid="".5.3.0:$815263572.0.0.0.$0"">Mark</span><span data-reactid="".5.3.0:$815263572.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$815263572.0.0.0.$1"">$100</span><span data-reactid="".5.3.0:$815263572.0.0.0.3"">/notte</span></span></span>, <span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815263191.0.0""><span data-reactid="".5.3.0:$815263191.0.0.0""><span data-reactid="".5.3.0:$815263191.0.0.0.$0"">Mark</span><span data-reactid="".5.3.0:$815263191.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".5.3.0:$815263191.0.0.0.$1"">$183</span><span data-reactid="".5.3.0:$815263191.0.0.0.3"">/notte</span></span></span>]",-1,daysM_weeks2,0.7,0,8830586,129.0,$100,"I pay some one to clean the apt, cost Me $30 so I would do $100 a day
sent you the  offer *************** Hi Mark, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-04 to 2016-04-07. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $90/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
163,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815896256-event.0.0""><span data-reactid="".5.3.0:$815896256-event.0.0.0""><span data-reactid="".5.3.0:$815896256-event.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815896256-event.0.0.0.$0"">Ieri alle 16:05</span></span></span>]",-1,daysM_weeks2,0.8,0,9106674,94.6666666667,$119,"Hi Michele,
I do not offer discounts. Shop around, and you'll find that my listing at the standard rate is a tremendous value comparable to what's available in the market.

Good luck, and have a great trip. *************** Hi Michele,
I do not offer discounts. Shop around, and you'll find that my listing at the standard rate is a tremendous value comparable to what's available in the market.

Good luck, and have a great trip. *************** Hi Douglas, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-07 to 2016-04-10. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $75/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
164,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815290488.0.0""><span data-reactid="".5.3.0:$815290488.0.0.0""><span data-reactid="".5.3.0:$815290488.0.0.0.$0"">Jacqueline</span><span data-reactid="".5.3.0:$815290488.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815290488.0.0.0.$1"">Ieri alle 01:24</span></span></span>]",-1,daysM_weeks2,0.9,0,9434802,129.0,$140,"Hi Jacqueline, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-03 to 2016-04-06. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $115/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
165,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815411672.0.0""><span data-reactid="".5.3.0:$815411672.0.0.0""><span data-reactid="".5.3.0:$815411672.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815411672.0.0.0.$0"">Ieri alle 05:29</span></span></span>]",-1,daysM_weeks2,0.6,0,10930322,39.0,$44,"I'm sorry, unfortunately I cannot afford to lower the price especially with the risk of a single male staying in my home. I would rather not have a reservation at all.  *************** Hi Leana, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-08 to 2016-04-11. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $20/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
166,[],-1,daysM_weeks2,0.9,0,2107939,39.3333333333,$54,"Hi Michele,

This room is available for the 3 nights you are inquiring about, and I would love to host you.  Unfortunately, I am unable to lower the rate any further.  Please let me know if you are still interested in the room at the advertised rate.  

Cheers,

Adriano *************** Hi Adriano, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-07 to 2016-04-10. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
167,[],-1,daysM_weeks2,0.7,0,501568,33.6666666667,$56,"Hi Michele

Sorry I can not offer a $20 per night rate. *************** Hi Toni Ann, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-04 to 2016-04-07. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $20/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
168,[],-1,daysM_weeks2,0.8,0,3818322,76.0,$160,"Hi Michele-- Welcome to NY!  I have a 3 day minimum and the prices are set by AirB&B-- I think some nights this time of year are as low as $60 a night, plus surcharge for extra guests. So would probably work out to $40 each, per night, after cleaning fee. You may also wish to check out youth hostel in NYC- I don't think they have a 2 or 3 day minimum. Hope this is helpful and hope to see you this year at some point!  *************** Hi Dian, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-04 to 2016-04-07. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
169,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815862603.0.0""><span data-reactid="".5.3.0:$815862603.0.0.0""><span data-reactid="".5.3.0:$815862603.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815862603.0.0.0.$0"">Ieri alle 15:34</span></span></span>]",-1,daysM_weeks2,0.9,0,7128293,84.6666666667,$95,"Hi Michele,

Thanks for your inquiry!

While the calendar is open, I currently have a guest who may need to stay longer so I am keeping it available to them in the meantime. 

I hope you find a nice place to stay and enjoy your time in the city!

Kindly,
Alyson *************** Hi Alyson, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-06 to 2016-04-09. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $75/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
170,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816467557.0.0""><span data-reactid="".5.3.0:$816467557.0.0.0""><span data-reactid="".5.3.0:$816467557.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$816467557.0.0.0.$0"">Oggi alle 00:15</span></span></span>]",-1,daysM_weeks2,0.6,0,3557570,65.0,$70,"Hey Michele, thanks so much for your inquiry. We would love to host you, however we are unable to lower the price at this time. If you would still like to book at the set rate, the room is available. 

Best,
Aliesha & Rich  *************** Hi Aliesha, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-08 to 2016-04-11. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
171,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816280064.0.0""><span data-reactid="".5.3.0:$816280064.0.0.0""><span data-reactid="".5.3.0:$816280064.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$816280064.0.0.0.$0"">Ieri alle 21:24</span></span></span>]",-1,daysM_weeks2,0.8,0,9509672,53.3333333333,$66,"Hello Michele! We apologize but the room actually isn't available for the dates you've requested, best of luck in your search! *************** Hi Kate + Bryant, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-07 to 2016-04-10. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
172,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$816104552.0.0""><span data-reactid="".5.3.0:$816104552.0.0.0""><span data-reactid="".5.3.0:$816104552.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$816104552.0.0.0.$0"">Ieri alle 18:56</span></span></span>]",-1,daysM_weeks2,0.9,0,9368969,101.0,$168,"Ciao Michele.. I'm sorry I can't rent it for those nights. Best of luck.  *************** Hi Kat, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-08 to 2016-04-11. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. I am wondering if you would be willing to lower the rate to $90/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
173,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815223587.0.0""><span data-reactid="".5.3.0:$815223587.0.0.0""><span data-reactid="".5.3.0:$815223587.0.0.0.$0"">Amy</span><span data-reactid="".5.3.0:$815223587.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815223587.0.0.0.$1"">lo scorso Sabato alle 23:54</span></span></span>]",-1,daysM_weeks2,0.8,0,4957358,137.0,$149,
174,[],-1,daysM_weeks2,0.7,0,6651949,148.0,$190,"Hi Michele,

We will not be able to meet your requested rate, but we do offer a discount for extended stays beginning at one week.

Thanks for your inquiry.

Best,

Danielle *************** Hi Danielle, my name is Michele and I am interested in staying at your place for 2 days, from 2016-04-03 to 2016-04-06. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  I am wondering if you would be willing to lower the rate to $100/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
